region,subregion,updated_at,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,retail_and_recreation_not_enough_data,grocery_and_pharmacy_not_enough_data,parks_not_enough_data,transit_stations_not_enough_data,workplaces_not_enough_data,residential_not_enough_data
South Dakota,Brule County,2020-03-29,-0.51,,,,-0.32,,True,True,True,True,True,True
South Dakota,Brule County,2020-04-05,-0.55,,,,-0.3,,True,True,True,True,True,True
South Dakota,Butte County,2020-03-29,-0.08,,,,-0.17,,,True,True,True,True,True
South Dakota,Butte County,2020-04-05,-0.25,,,,-0.22,,,True,True,True,True,True
South Dakota,Charles Mix County,2020-03-29,-0.59,,,,-0.18,,True,True,True,True,True,True
South Dakota,Charles Mix County,2020-04-05,-0.49,,,,-0.32,,True,True,True,True,True,True
South Dakota,Clay County,2020-03-29,-0.32,,,,-0.28,,,True,True,True,True,True
South Dakota,Clay County,2020-04-05,-0.47,,,,-0.3,,,True,True,True,True,True
South Dakota,Codington County,2020-03-29,-0.35,-0.14,,-0.29,-0.24,0.15,,,True,True,,True
South Dakota,Codington County,2020-04-05,-0.4,0.05,,-0.4,-0.23,0.18,,,True,True,,True
South Dakota,Custer County,2020-03-29,,,,,-0.23,,True,True,True,True,True,True
South Dakota,Custer County,2020-04-05,,,,,-0.23,,True,True,True,True,True,True
South Dakota,Davison County,2020-03-29,-0.36,-0.07,,,-0.19,,,True,True,True,,True
South Dakota,Davison County,2020-04-05,-0.42,-0.04,,,-0.22,,,True,True,True,,True
South Dakota,Dewey County,2020-03-29,,,,,-0.42,,True,True,True,True,True,True
South Dakota,Dewey County,2020-04-05,,,,,-0.59,,True,True,True,True,True,True
South Dakota,Fall River County,2020-03-29,-0.35,-0.12,,,-0.23,,True,True,True,True,True,True
South Dakota,Fall River County,2020-04-05,-0.37,-0.12,,,-0.23,,True,True,True,True,True,True
South Dakota,Grant County,2020-03-29,-0.52,,,,-0.21,,True,True,True,True,True,True
South Dakota,Grant County,2020-04-05,-0.32,,,,-0.19,,True,True,True,True,True,True
South Dakota,Hamlin County,2020-03-29,,,,,-0.32,,True,True,True,True,True,True
South Dakota,Hamlin County,2020-04-05,,,,,-0.35,,True,True,True,True,True,True
South Dakota,Hughes County,2020-03-29,-0.2,0.06,,,-0.16,,,,True,True,True,True
South Dakota,Hughes County,2020-04-05,-0.24,-0.11,,,-0.2,,,,True,True,True,True
South Dakota,Hutchinson County,2020-03-29,,,,,-0.17,,True,True,True,True,True,True
South Dakota,Hutchinson County,2020-04-05,,,,,-0.3,,True,True,True,True,True,True
South Dakota,Kingsbury County,2020-03-29,,,,,-0.27,,True,True,True,True,True,True
South Dakota,Kingsbury County,2020-04-05,,,,,-0.29,,True,True,True,True,True,True
South Dakota,Lake County,2020-03-29,-0.13,-0.13,,,-0.27,,,True,True,True,True,True
South Dakota,Lake County,2020-04-05,-0.2,-0.06,,,-0.32,,,True,True,True,True,True
South Dakota,Lawrence County,2020-03-29,-0.42,-0.14,-0.41,,-0.46,0.0,,,True,True,,True
South Dakota,Lawrence County,2020-04-05,-0.46,-0.14,-0.26,,-0.52,0.0,,,True,True,,True
South Dakota,Lincoln County,2020-03-29,-0.13,0.13,,,-0.24,0.22,,,True,True,,True
South Dakota,Lincoln County,2020-04-05,-0.22,0.0,,,-0.32,0.26,,,True,True,,True
South Dakota,McCook County,2020-03-29,,,,,-0.24,,True,True,True,True,True,True
South Dakota,McCook County,2020-04-05,,,,,-0.37,,True,True,True,True,True,True
South Dakota,Meade County,2020-03-29,-0.38,-0.1,,,-0.32,0.12,,,True,True,,True
South Dakota,Meade County,2020-04-05,-0.38,-0.07,,,-0.29,0.12,,,True,True,,True
South Dakota,Minnehaha County,2020-03-29,-0.38,-0.05,1.41,-0.41,-0.23,0.08,,,,,,
South Dakota,Minnehaha County,2020-04-05,-0.42,-0.06,0.67,-0.46,-0.29,0.1,,,,,,
South Dakota,Moody County,2020-03-29,,,,,-0.27,,True,True,True,True,True,True
South Dakota,Moody County,2020-04-05,,,,,-0.37,,True,True,True,True,True,True
South Dakota,Pennington County,2020-03-29,-0.42,-0.06,0.9,-0.24,-0.3,0.08,,,,,,
South Dakota,Pennington County,2020-04-05,-0.38,-0.01,0.71,-0.18,-0.33,0.08,,,,,,
South Dakota,Roberts County,2020-03-29,-0.37,0.04,,-0.33,-0.29,,True,True,True,True,True,True
South Dakota,Roberts County,2020-04-05,-0.45,-0.2,,-0.46,-0.42,,True,True,True,True,True,True
South Dakota,Shannon County,2020-03-29,-0.5,-0.11,,,-0.3,,True,True,True,True,True,True
South Dakota,Shannon County,2020-04-05,-0.5,-0.11,,,-0.45,,True,True,True,True,True,True
South Dakota,Spink County,2020-03-29,,,,,-0.28,,True,True,True,True,True,True
South Dakota,Spink County,2020-04-05,,,,,-0.28,,True,True,True,True,True,True
South Dakota,Todd County,2020-03-29,,-0.26,,,-0.43,,True,True,True,True,True,True
South Dakota,Todd County,2020-04-05,,-0.14,,,-0.46,,True,True,True,True,True,True
South Dakota,Tripp County,2020-03-29,-0.36,,,,,,True,True,True,True,True,True
South Dakota,Tripp County,2020-04-05,-0.71,,,,,,True,True,True,True,True,True
South Dakota,Turner County,2020-03-29,,,,,-0.21,,True,True,True,True,True,True
South Dakota,Turner County,2020-04-05,,,,,-0.28,,True,True,True,True,True,True
South Dakota,Union County,2020-03-29,-0.3,-0.15,,-0.18,-0.17,,,True,True,True,True,True
South Dakota,Union County,2020-04-05,-0.48,-0.09,,-0.13,-0.26,,,True,True,True,True,True
South Dakota,Walworth County,2020-03-29,-0.19,,,,-0.37,,True,True,True,True,True,True
South Dakota,Walworth County,2020-04-05,-0.21,,,,-0.5,,True,True,True,True,True,True
South Dakota,Yankton County,2020-03-29,-0.23,-0.03,,,-0.22,0.08,,,True,True,,True
South Dakota,Yankton County,2020-04-05,-0.3,0.0,,,-0.26,0.08,,,True,True,,True
South Korea,,2020-03-29,-0.19,0.11,0.51,-0.17,-0.12,0.06,,,,,,
South Korea,,2020-04-05,-0.17,0.14,0.46,-0.14,-0.13,0.06,,,,,,
Spain,,2020-03-29,-0.94,-0.76,-0.89,-0.88,-0.64,0.22,,,,,,
Spain,,2020-04-05,-0.94,-0.77,-0.9,-0.89,-0.68,0.23,,,,,,
Spain,Andalusia,2020-03-29,-0.94,-0.81,-0.88,-0.9,-0.65,0.21,,,,,,
Spain,Andalusia,2020-04-05,-0.95,-0.8,-0.89,-0.9,-0.67,0.22,,,,,,
Spain,Aragon,2020-03-29,-0.92,-0.75,-0.87,-0.9,-0.64,0.2,,,,,,
Spain,Aragon,2020-04-05,-0.93,-0.75,-0.86,-0.9,-0.68,0.21,,,,,,
Spain,Asturias,2020-03-29,-0.94,-0.78,-0.88,-0.8,-0.63,0.23,,,,,,
Spain,Asturias,2020-04-05,-0.95,-0.77,-0.88,-0.81,-0.65,0.24,,,,,,
Spain,Balearic Islands,2020-03-29,-0.92,-0.68,-0.9,-0.88,-0.61,0.22,,,,,,
Spain,Balearic Islands,2020-04-05,-0.93,-0.69,-0.91,-0.91,-0.66,0.22,,,,,,
Spain,Basque Country,2020-03-29,-0.94,-0.77,-0.93,-0.88,-0.63,0.22,,,,,,
Spain,Basque Country,2020-04-05,-0.94,-0.76,-0.92,-0.88,-0.69,0.23,,,,,,
Spain,Canary Islands,2020-03-29,-0.94,-0.75,-0.92,-0.87,-0.66,0.2,,,,,,
Spain,Canary Islands,2020-04-05,-0.94,-0.75,-0.92,-0.89,-0.69,0.21,,,,,,
Spain,Cantabria,2020-03-29,-0.94,-0.76,-0.92,-0.89,-0.61,0.23,,,,,,
Spain,Cantabria,2020-04-05,-0.95,-0.75,-0.92,-0.89,-0.64,0.24,,,,,,
Spain,Castile and León,2020-03-29,-0.94,-0.78,-0.84,-0.89,-0.62,0.22,,,,,,
Spain,Castile and León,2020-04-05,-0.95,-0.78,-0.86,-0.9,-0.65,0.23,,,,,,
Spain,Castile-La Mancha,2020-03-29,-0.93,-0.77,-0.84,-0.89,-0.63,0.21,,,,,,
Spain,Castile-La Mancha,2020-04-05,-0.94,-0.78,-0.85,-0.9,-0.66,0.22,,,,,,
Spain,Catalonia,2020-03-29,-0.94,-0.75,-0.9,-0.88,-0.64,0.21,,,,,,
Spain,Catalonia,2020-04-05,-0.94,-0.75,-0.89,-0.88,-0.68,0.22,,,,,,
Spain,Ceuta,2020-03-29,-0.89,-0.78,-0.91,,-0.64,0.04,,,,True,,True
Spain,Ceuta,2020-04-05,-0.9,-0.82,-0.91,,-0.66,0.04,,,,True,,True
Spain,Community of Madrid,2020-03-29,-0.94,-0.72,-0.92,-0.89,-0.65,0.22,,,,,,
Spain,Community of Madrid,2020-04-05,-0.94,-0.73,-0.92,-0.9,-0.69,0.23,,,,,,
Spain,Extremadura,2020-03-29,-0.93,-0.75,-0.79,-0.87,-0.6,0.22,,,,,,
Spain,Extremadura,2020-04-05,-0.94,-0.73,-0.82,-0.89,-0.63,0.23,,,,,,
Spain,Galicia,2020-03-29,-0.92,-0.77,-0.84,-0.88,-0.59,0.24,,,,,,
Spain,Galicia,2020-04-05,-0.93,-0.79,-0.86,-0.89,-0.64,0.25,,,,,,
Spain,La Rioja,2020-03-29,-0.94,-0.75,-0.9,-0.9,-0.65,0.23,,,,,,
Spain,La Rioja,2020-04-05,-0.95,-0.75,-0.9,-0.92,-0.69,0.24,,,,,,
Spain,Melilla,2020-03-29,-0.92,-0.86,-0.9,-0.87,-0.59,-0.02,,,,True,,True
Spain,Melilla,2020-04-05,-0.92,-0.84,-0.88,-0.78,-0.59,-0.02,,,,True,,True
Spain,Navarre,2020-03-29,-0.93,-0.77,-0.88,-0.9,-0.61,0.23,,,,,,
Spain,Navarre,2020-04-05,-0.93,-0.77,-0.88,-0.89,-0.67,0.24,,,,,,
Spain,Region of Murcia,2020-03-29,-0.94,-0.85,-0.9,-0.86,-0.63,0.24,,,,,,
Spain,Region of Murcia,2020-04-05,-0.94,-0.84,-0.91,-0.87,-0.66,0.25,,,,,,
Spain,Valencian Community,2020-03-29,-0.95,-0.84,-0.92,-0.9,-0.66,0.22,,,,,,
Spain,Valencian Community,2020-04-05,-0.95,-0.85,-0.92,-0.91,-0.7,0.23,,,,,,
Sri Lanka,,2020-03-29,-0.86,-0.87,-0.57,-0.78,-0.5,0.32,,,,,,
Sri Lanka,,2020-04-05,-0.84,-0.84,-0.55,-0.77,-0.45,0.31,,,,,,
Sweden,,2020-03-29,-0.24,-0.1,0.43,-0.36,-0.18,0.05,,,,,,
Sweden,,2020-04-05,-0.25,-0.09,0.69,-0.37,-0.18,0.06,,,,,,
Sweden,Blekinge County,2020-03-29,-0.06,-0.05,0.26,-0.23,-0.18,0.09,,,True,,,True
Sweden,Blekinge County,2020-04-05,-0.03,-0.06,0.26,-0.07,-0.17,0.1,,,True,,,True
Sweden,Dalarna County,2020-03-29,-0.34,-0.15,0.01,-0.3,-0.17,0.05,,,,,,
Sweden,Dalarna County,2020-04-05,-0.42,-0.15,-0.13,-0.38,-0.2,0.07,,,,,,
Sweden,Gavleborg County,2020-03-29,-0.27,-0.1,0.1,-0.27,-0.14,0.05,,,,,,
Sweden,Gavleborg County,2020-04-05,-0.29,-0.08,0.15,-0.26,-0.16,0.05,,,,,,
Sweden,Gotland County,2020-03-29,-0.12,-0.06,,-0.45,-0.1,0.07,,,True,True,,True
Sweden,Gotland County,2020-04-05,-0.03,-0.08,,-0.44,-0.06,0.07,,,True,True,,True
Sweden,Halland County,2020-03-29,-0.13,-0.07,0.74,-0.25,-0.14,0.05,,,True,,,
Sweden,Halland County,2020-04-05,-0.11,-0.05,0.3,-0.15,-0.14,0.05,,,True,,,
Sweden,Jamtland County,2020-03-29,-0.41,-0.25,0.03,-0.46,-0.16,0.08,,,True,,,True
Sweden,Jamtland County,2020-04-05,-0.35,-0.27,0.28,-0.45,-0.18,0.1,,,True,,,True
Sweden,Jonkoping County,2020-03-29,-0.24,-0.07,0.3,-0.29,-0.23,0.06,,,,,,
Sweden,Jonkoping County,2020-04-05,-0.24,-0.07,0.61,-0.25,-0.21,0.05,,,,,,
Sweden,Kalmar County,2020-03-29,-0.11,-0.05,0.21,-0.27,-0.13,0.05,,,True,,,
Sweden,Kalmar County,2020-04-05,-0.15,-0.02,0.81,-0.19,-0.12,0.05,,,True,,,
Sweden,Kronoberg County,2020-03-29,-0.19,-0.06,-0.51,-0.35,-0.17,0.08,,,True,,,True
Sweden,Kronoberg County,2020-04-05,-0.23,-0.07,,-0.29,-0.18,0.1,,,True,,,True
Sweden,Norrbotten County,2020-03-29,-0.3,-0.14,0.6,-0.38,-0.15,0.02,,,,,,
Sweden,Norrbotten County,2020-04-05,-0.31,-0.1,1.1,-0.35,-0.18,0.02,,,,,,
Sweden,Skåne County,2020-03-29,-0.23,-0.08,0.23,-0.43,-0.16,0.06,,,,,,
Sweden,Skåne County,2020-04-05,-0.17,-0.04,1.17,-0.36,-0.13,0.04,,,,,,
Sweden,Stockholm County,2020-03-29,-0.31,-0.14,0.24,-0.45,-0.21,0.07,,,,,,
Sweden,Stockholm County,2020-04-05,-0.34,-0.15,0.12,-0.51,-0.22,0.08,,,,,,
Sweden,Södermanland County,2020-03-29,-0.18,-0.07,0.46,-0.41,-0.19,0.05,,,True,,,
Sweden,Södermanland County,2020-04-05,-0.21,-0.09,0.41,-0.45,-0.2,0.06,,,True,,,
Sweden,Uppsala County,2020-03-29,-0.27,-0.09,0.35,-0.36,-0.18,0.07,,,,,,
Sweden,Uppsala County,2020-04-05,-0.3,-0.07,0.26,-0.43,-0.2,0.08,,,,,,
Sweden,Varmland County,2020-03-29,-0.28,-0.11,0.0,-0.25,-0.13,0.05,,,,,,
Sweden,Varmland County,2020-04-05,-0.33,-0.11,-0.19,-0.34,-0.15,0.06,,,,,,
Sweden,Västerbotten County,2020-03-29,-0.27,-0.1,0.34,-0.32,-0.18,0.03,,,,,,
Sweden,Västerbotten County,2020-04-05,-0.29,-0.08,0.67,-0.35,-0.19,0.04,,,,,,
Sweden,Västernorrland County,2020-03-29,-0.26,-0.09,-0.14,-0.26,-0.17,0.04,,,True,,,
Sweden,Västernorrland County,2020-04-05,-0.27,-0.07,-0.14,-0.3,-0.17,0.05,,,True,,,
Sweden,Västmanland County,2020-03-29,-0.18,-0.07,-0.25,-0.32,-0.17,0.05,,,True,,,
Sweden,Västmanland County,2020-04-05,-0.21,-0.07,0.43,-0.39,-0.18,0.06,,,True,,,
Sweden,Västra Götaland County,2020-03-29,-0.24,-0.09,0.38,-0.34,-0.18,0.06,,,,,,
Sweden,Västra Götaland County,2020-04-05,-0.23,-0.08,0.75,-0.32,-0.18,0.05,,,,,,
Sweden,Örebro County,2020-03-29,-0.18,-0.07,0.59,-0.28,-0.18,0.05,,,True,,,
Sweden,Örebro County,2020-04-05,-0.26,-0.07,0.34,-0.33,-0.17,0.06,,,True,,,
Sweden,Östergötland County,2020-03-29,-0.18,-0.12,0.6,-0.33,-0.17,0.05,,,,,,
Sweden,Östergötland County,2020-04-05,-0.2,-0.11,0.72,-0.35,-0.17,0.06,,,,,,
Switzerland,,2020-03-29,-0.81,-0.51,-0.41,-0.68,-0.46,0.15,,,,,,
Switzerland,,2020-04-05,-0.76,-0.25,0.42,-0.48,-0.42,0.12,,,,,,
Switzerland,Aargau,2020-03-29,-0.75,-0.35,-0.14,-0.56,-0.41,0.13,,,,,,
Switzerland,Aargau,2020-04-05,-0.72,0.04,1.08,-0.3,-0.38,0.1,,,,,,
Switzerland,Appenzell Ausserrhoden,2020-03-29,-0.77,0.03,,-0.6,-0.29,,,True,True,,True,True
Switzerland,Appenzell Ausserrhoden,2020-04-05,-0.62,0.13,,-0.27,-0.29,,,True,True,,True,True
Switzerland,Appenzell Innerrhoden,2020-03-29,-0.57,,,,-0.29,,True,True,True,True,True,True
Switzerland,Appenzell Innerrhoden,2020-04-05,-0.8,,,,-0.31,,True,True,True,True,True,True
Switzerland,Basel City,2020-03-29,-0.89,-0.41,-0.65,-0.76,-0.48,0.25,,,,,,True
Switzerland,Basel City,2020-04-05,-0.84,-0.14,0.11,-0.65,-0.4,0.24,,,,,,True
Switzerland,Basel-Landschaft,2020-03-29,-0.77,-0.21,-0.25,-0.61,-0.4,0.23,,,True,,,True
Switzerland,Basel-Landschaft,2020-04-05,-0.65,0.18,1.1,-0.32,-0.31,0.22,,,True,,,True
Switzerland,Canton of Bern,2020-03-29,-0.8,-0.53,-0.36,-0.68,-0.43,0.14,,,,,,
Switzerland,Canton of Bern,2020-04-05,-0.74,-0.25,0.46,-0.49,-0.39,0.1,,,,,,
Switzerland,Canton of Zug,2020-03-29,-0.75,-0.02,,-0.67,-0.45,0.27,,True,True,,,True
Switzerland,Canton of Zug,2020-04-05,-0.64,0.26,,-0.39,-0.42,0.27,,True,True,,,True
Switzerland,Fribourg,2020-03-29,-0.82,-0.44,-0.41,-0.62,-0.42,0.2,,,,,,
Switzerland,Fribourg,2020-04-05,-0.77,-0.15,0.29,-0.39,-0.39,0.19,,,,,,
Switzerland,Geneva,2020-03-29,-0.82,-0.6,-0.4,-0.84,-0.54,0.21,,,,,,
Switzerland,Geneva,2020-04-05,-0.79,-0.35,0.41,-0.77,-0.46,0.21,,,,,,
Switzerland,Glarus,2020-03-29,-0.92,-0.19,,-0.48,-0.33,,,True,True,,True,True
Switzerland,Glarus,2020-04-05,-0.87,-0.06,,-0.02,-0.39,,,True,True,,True,True
Switzerland,Grisons,2020-03-29,-0.89,-0.78,-0.59,-0.78,-0.57,0.2,,,,,,True
Switzerland,Grisons,2020-04-05,-0.88,-0.73,-0.35,-0.68,-0.57,0.19,,,,,,True
Switzerland,Jura,2020-03-29,-0.91,-0.32,,-0.64,-0.43,0.14,,True,True,,,True
Switzerland,Jura,2020-04-05,-0.81,-0.17,,-0.3,-0.35,0.14,,True,True,,,True
Switzerland,Lucerne,2020-03-29,-0.82,-0.38,-0.5,-0.66,-0.4,0.16,,,,,,
Switzerland,Lucerne,2020-04-05,-0.79,0.01,0.25,-0.46,-0.39,0.16,,,,,,
Switzerland,Neuchâtel,2020-03-29,-0.78,-0.48,-0.18,-0.58,-0.46,0.28,,True,True,,,True
Switzerland,Neuchâtel,2020-04-05,-0.72,-0.26,-0.18,-0.33,-0.39,0.28,,,True,,,True
Switzerland,Nidwalden,2020-03-29,-0.74,-0.02,-0.73,-0.78,-0.46,,True,True,True,,True,True
Switzerland,Nidwalden,2020-04-05,-0.62,0.0,-0.36,-0.57,-0.41,,,True,True,,True,True
Switzerland,Obwalden,2020-03-29,-0.63,-0.16,-0.49,-0.79,-0.4,,,True,True,,True,True
Switzerland,Obwalden,2020-04-05,-0.83,-0.04,-0.49,-0.51,-0.42,,,True,True,,True,True
Switzerland,Schaffhausen,2020-03-29,-0.9,-0.5,,-0.61,-0.41,0.02,,True,True,,True,True
Switzerland,Schaffhausen,2020-04-05,-0.81,0.3,,-0.34,-0.37,0.02,,True,True,,True,True
Switzerland,Schwyz,2020-03-29,-0.72,-0.55,-0.45,-0.66,-0.44,0.23,,,True,,,True
Switzerland,Schwyz,2020-04-05,-0.62,0.13,0.55,-0.32,-0.37,0.21,,,True,,,True
Switzerland,Solothurn,2020-03-29,-0.77,-0.35,-0.13,-0.63,-0.38,0.15,,,True,,,True
Switzerland,Solothurn,2020-04-05,-0.72,-0.08,1.0,-0.4,-0.35,0.15,,,True,,,True
Switzerland,St. Gallen,2020-03-29,-0.8,-0.44,-0.29,-0.58,-0.42,0.14,,,,,,
Switzerland,St. Gallen,2020-04-05,-0.73,-0.09,0.7,-0.29,-0.36,0.11,,,,,,
Switzerland,Thurgau,2020-03-29,-0.79,-0.3,-0.44,-0.61,-0.4,0.15,,True,True,,,True
Switzerland,Thurgau,2020-04-05,-0.66,0.07,1.05,-0.19,-0.32,0.15,,True,True,,,True
Switzerland,Ticino,2020-03-29,-0.85,-0.69,-0.51,-0.64,-0.49,0.21,,,,,,
Switzerland,Ticino,2020-04-05,-0.86,-0.65,-0.41,-0.57,-0.47,0.21,,,,,,
Switzerland,Uri,2020-03-29,-0.89,-0.13,,-0.78,-0.44,,,True,True,,True,True
Switzerland,Uri,2020-04-05,-0.74,0.0,,-0.62,-0.48,,,True,True,,True,True
Switzerland,Valais,2020-03-29,-0.87,-0.67,-0.61,-0.75,-0.57,0.17,,,,,,
Switzerland,Valais,2020-04-05,-0.83,-0.52,-0.26,-0.6,-0.52,0.14,,,,,,
Switzerland,Vaud,2020-03-29,-0.79,-0.49,-0.42,-0.68,-0.5,0.17,,,,,,
Switzerland,Vaud,2020-04-05,-0.73,-0.24,0.25,-0.48,-0.44,0.14,,,,,,
Switzerland,Zurich,2020-03-29,-0.82,-0.44,-0.53,-0.73,-0.47,0.16,,,,,,
Switzerland,Zurich,2020-04-05,-0.76,-0.08,0.65,-0.56,-0.42,0.12,,,,,,
Taiwan,,2020-03-29,-0.09,0.03,0.17,-0.24,-0.01,0.04,,,,,,
Taiwan,,2020-04-05,-0.22,-0.07,-0.12,-0.28,-0.09,0.06,,,,,,
Tajikistan,,2020-03-29,-0.08,-0.08,0.04,-0.17,0.1,-0.03,,,,,,
Tajikistan,,2020-04-05,-0.06,-0.06,0.0,-0.15,0.06,-0.02,,,,,,
Tanzania,,2020-03-29,-0.16,-0.08,-0.07,-0.11,-0.09,0.03,,,,,,
Tanzania,,2020-04-05,-0.2,-0.12,-0.13,-0.15,-0.12,0.05,,,,,,
Tennessee,,2020-03-29,-0.35,-0.09,0.35,-0.35,-0.34,0.08,,,,,,
Tennessee,,2020-04-05,-0.43,-0.09,0.02,-0.42,-0.38,0.1,,,,,,
Tennessee,Anderson County,2020-03-29,-0.3,-0.05,0.65,,-0.31,0.08,,,True,True,,
Tennessee,Anderson County,2020-04-05,-0.4,0.04,0.27,,-0.37,0.1,,,True,True,,
Tennessee,Bedford County,2020-03-29,-0.17,-0.02,,,-0.33,0.14,,,True,True,,True
Tennessee,Bedford County,2020-04-05,-0.3,0.05,,,-0.34,0.16,,,True,True,,True
Tennessee,Benton County,2020-03-29,-0.28,0.16,,-0.25,-0.3,,,,True,,,True
Tennessee,Benton County,2020-04-05,-0.66,0.83,,-0.33,-0.25,,,,True,,,True
Tennessee,Bledsoe County,2020-03-29,-0.23,0.18,,,-0.29,,True,True,True,True,True,True
Tennessee,Bledsoe County,2020-04-05,-0.07,0.18,,,-0.4,,True,True,True,True,True,True
Tennessee,Blount County,2020-03-29,-0.35,-0.04,0.35,-0.79,-0.39,0.09,,,True,,,
Tennessee,Blount County,2020-04-05,-0.46,-0.07,0.22,-0.82,-0.44,0.1,,,True,,,
Tennessee,Bradley County,2020-03-29,-0.34,-0.06,,-0.18,-0.24,0.09,,,True,,,
Tennessee,Bradley County,2020-04-05,-0.44,-0.05,,-0.27,-0.3,0.1,,,True,,,
Tennessee,Campbell County,2020-03-29,-0.16,-0.01,0.3,-0.12,-0.29,0.1,,,,,,True
Tennessee,Campbell County,2020-04-05,-0.23,-0.01,-0.04,-0.24,-0.32,0.11,,,,,,True
Tennessee,Cannon County,2020-03-29,0.34,0.15,,,-0.24,,,,True,True,True,True
Tennessee,Cannon County,2020-04-05,0.0,0.12,,,-0.32,,,,True,True,True,True
Tennessee,Carroll County,2020-03-29,-0.33,-0.02,,,-0.26,0.04,,,True,True,,True
Tennessee,Carroll County,2020-04-05,-0.37,0.04,,,-0.3,0.04,,,True,True,,True
Tennessee,Carter County,2020-03-29,-0.15,0.01,0.16,,-0.21,0.11,,,True,True,,True
Tennessee,Carter County,2020-04-05,-0.24,-0.02,0.16,,-0.27,0.14,,,True,True,,True
Tennessee,Cheatham County,2020-03-29,-0.09,0.23,,-0.36,-0.32,0.16,,,True,True,,True
Tennessee,Cheatham County,2020-04-05,-0.38,0.66,,-0.44,-0.31,0.2,,,True,True,,True
Tennessee,Chester County,2020-03-29,-0.13,-0.03,,,-0.28,,,,True,True,True,True
Tennessee,Chester County,2020-04-05,-0.19,-0.04,,,-0.38,,,,True,True,True,True
Tennessee,Claiborne County,2020-03-29,-0.28,0.29,,,-0.26,-0.02,,,True,True,,True
Tennessee,Claiborne County,2020-04-05,-0.32,0.46,,,-0.28,-0.02,,,True,True,,True
Tennessee,Clay County,2020-03-29,,,,,-0.28,,True,True,True,True,True,True
Tennessee,Clay County,2020-04-05,,,,,-0.37,,True,True,True,True,True,True
Tennessee,Cocke County,2020-03-29,-0.24,-0.11,-0.03,-0.2,-0.36,0.11,,,True,True,,True
Tennessee,Cocke County,2020-04-05,-0.28,0.03,0.05,0.0,-0.41,0.13,,,True,True,,True
Tennessee,Coffee County,2020-03-29,-0.29,-0.06,,-0.35,-0.33,0.14,,,True,,,True
Tennessee,Coffee County,2020-04-05,-0.36,-0.06,,-0.52,-0.39,0.16,,,True,,,True
Tennessee,Crockett County,2020-03-29,-0.09,0.03,,,-0.11,,True,,True,True,True,True
Tennessee,Crockett County,2020-04-05,-0.34,0.04,,,-0.13,,True,,True,True,True,True
Tennessee,Cumberland County,2020-03-29,-0.22,-0.13,,-0.25,-0.32,0.11,,,True,,,True
Tennessee,Cumberland County,2020-04-05,-0.38,-0.27,,-0.37,-0.36,0.13,,,True,,,True
Tennessee,Davidson County,2020-03-29,-0.44,-0.17,-0.06,-0.64,-0.44,0.11,,,,,,
Tennessee,Davidson County,2020-04-05,-0.51,-0.18,-0.34,-0.69,-0.47,0.12,,,,,,
Tennessee,DeKalb County,2020-03-29,-0.01,0.26,,,-0.34,,,,True,True,,True
Tennessee,DeKalb County,2020-04-05,-0.12,0.18,,,-0.43,,,,True,True,,True
Tennessee,Decatur County,2020-03-29,-0.1,0.08,,,-0.28,,,True,True,True,True,True
Tennessee,Decatur County,2020-04-05,-0.2,0.22,,,-0.39,,,True,True,True,True,True
Tennessee,Dickson County,2020-03-29,-0.3,-0.13,,-0.19,-0.34,0.15,,,True,,,True
Tennessee,Dickson County,2020-04-05,-0.43,-0.16,,-0.25,-0.38,0.18,,,True,,,True
Tennessee,Dyer County,2020-03-29,-0.21,-0.05,,-0.09,-0.21,0.11,,,True,,,True
Tennessee,Dyer County,2020-04-05,-0.28,-0.05,,-0.15,-0.22,0.13,,,True,,,True
Tennessee,Fayette County,2020-03-29,-0.15,0.46,,-0.3,-0.35,0.09,,,True,,,True
Tennessee,Fayette County,2020-04-05,-0.17,0.52,,-0.29,-0.35,0.09,,,True,,,True
Tennessee,Fentress County,2020-03-29,-0.19,0.0,,,-0.19,,,,True,True,True,True
Tennessee,Fentress County,2020-04-05,-0.26,0.01,,,-0.21,,,,True,True,True,True
Tennessee,Franklin County,2020-03-29,-0.15,0.03,,,-0.35,0.12,,,True,True,,True
Tennessee,Franklin County,2020-04-05,-0.29,0.03,,,-0.41,0.14,,,True,True,,True
Tennessee,Gibson County,2020-03-29,-0.18,0.04,,,-0.25,0.12,,,True,True,,True
Tennessee,Gibson County,2020-04-05,-0.26,0.13,,,-0.32,0.15,,,True,True,,True
Tennessee,Giles County,2020-03-29,-0.14,0.02,,-0.25,-0.24,0.08,,,True,,,True
Tennessee,Giles County,2020-04-05,-0.34,-0.1,,-0.44,-0.34,0.08,,,True,,,True
Tennessee,Grainger County,2020-03-29,-0.46,-0.01,,,-0.2,,True,,True,True,,True
Tennessee,Grainger County,2020-04-05,-0.39,0.04,,,-0.22,,True,,True,True,,True
Tennessee,Greene County,2020-03-29,-0.26,-0.08,,-0.08,-0.19,0.04,,,True,,,
Tennessee,Greene County,2020-04-05,-0.36,-0.11,,-0.17,-0.24,0.07,,,True,,,
Tennessee,Grundy County,2020-03-29,-0.52,0.04,,,-0.33,,True,,True,True,True,True
Tennessee,Grundy County,2020-04-05,-0.66,-0.12,,,-0.37,,True,,True,True,True,True
